Route,Direction,Service Key,Language,Stop ID,Description,Sequence
67,Outbound,Saturday,en,2273,,2
67,Outbound,Sunday,en,2273,,2
67,Outbound,Weekday,en,3870,,3
67,Outbound,Saturday,en,3870,,3
67,Outbound,Sunday,en,3870,,3
67,Outbound,Weekday,en,10084,,5
67,Outbound,Saturday,en,10084,,5
67,Outbound,Sunday,en,10084,,5
67,Outbound,Weekday,en,10094,,6
67,Outbound,Saturday,en,10094,,6
67,Outbound,Sunday,en,10094,,6
67,Outbound,Weekday,en,4429,,7
67,Outbound,Saturday,en,4429,,7
67,Outbound,Sunday,en,4429,,7
73,Inbound,Weekday,en,10299,,10
73,Inbound,Saturday,en,10299,,10
73,Inbound,Sunday,en,10299,,10
73,Inbound,Weekday,en,1638,,20
73,Inbound,Saturday,en,1638,,20
73,Inbound,Sunday,en,1638,,20
73,Inbound,Weekday,en,10300,,30
73,Inbound,Saturday,en,10300,,30
73,Inbound,Sunday,en,10300,,30
73,Inbound,Weekday,en,10301,,40
73,Inbound,Saturday,en,10301,,40
73,Inbound,Sunday,en,10301,,40
73,Inbound,Weekday,en,11151,,50
73,Inbound,Saturday,en,11151,,50
73,Inbound,Sunday,en,11151,,50
73,Inbound,Weekday,en,10299,,60
73,Inbound,Saturday,en,10299,,60
73,Inbound,Sunday,en,10299,,60
73,Outbound,Weekday,en,10299,,10
73,Outbound,Saturday,en,10299,,10
73,Outbound,Sunday,en,10299,,10
73,Outbound,Weekday,en,1638,,20
73,Outbound,Saturday,en,1638,,20
73,Outbound,Sunday,en,1638,,20
73,Outbound,Weekday,en,10300,,30
73,Outbound,Saturday,en,10300,,30
73,Outbound,Sunday,en,10300,,30
73,Outbound,Weekday,en,10301,,40
73,Outbound,Saturday,en,10301,,40
73,Outbound,Sunday,en,10301,,40
73,Outbound,Weekday,en,11151,,50
73,Outbound,Saturday,en,11151,,50
73,Outbound,Sunday,en,11151,,50
73,Outbound,Weekday,en,10299,,60
73,Outbound,Saturday,en,10299,,60
73,Outbound,Sunday,en,10299,,60
8,Inbound,Weekday,en,9448,,1
8,Inbound,Saturday,en,9448,,1
8,Inbound,Sunday,en,9448,,1
8,Inbound,Weekday,en,1110,,2
8,Inbound,Saturday,en,1110,,2
8,Inbound,Sunday,en,1110,,2
8,Inbound,Weekday,en,1293,,3
8,Inbound,Saturday,en,1293,,3
8,Inbound,Sunday,en,1293,,3
8,Inbound,Weekday,en,6774,,4
8,Inbound,Saturday,en,6774,,4
8,Inbound,Sunday,en,6774,,4
8,Inbound,Weekday,en,6800,,5
8,Inbound,Saturday,en,6800,,5
8,Inbound,Sunday,en,6800,,5
8,Inbound,Weekday,en,4044,,6
8,Inbound,Saturday,en,4044,,6
8,Inbound,Sunday,en,4044,,6
8,Inbound,Weekday,en,1098,,7
8,Inbound,Saturday,en,1098,,7
8,Inbound,Sunday,en,1098,,7
8,Inbound,Weekday,en,7626,,8
8,Inbound,Saturday,en,7626,,8
8,Inbound,Sunday,en,7626,,8
8,Outbound,Weekday,en,7767,,1
8,Outbound,Saturday,en,7767,,1
8,Outbound,Sunday,en,7767,,1
8,Outbound,Weekday,en,1097,,3
8,Outbound,Saturday,en,1097,,3
8,Outbound,Sunday,en,1097,,3
8,Outbound,Weekday,en,9305,,4
8,Outbound,Saturday,en,9305,,4
8,Outbound,Sunday,en,9305,,4
8,Outbound,Weekday,en,6799,,5
8,Outbound,Saturday,en,6799,,5
8,Outbound,Sunday,en,6799,,5
8,Outbound,Weekday,en,6773,,6
8,Outbound,Saturday,en,6773,,6
8,Outbound,Sunday,en,6773,,6
8,Outbound,Weekday,en,1273,,7
8,Outbound,Saturday,en,1273,,7
8,Outbound,Sunday,en,1273,,7
8,Outbound,Weekday,en,1109,,8
8,Outbound,Saturday,en,1109,,8
8,Outbound,Sunday,en,1109,,8
8,Outbound,Weekday,en,9448,,9
8,Outbound,Saturday,en,9448,,9
8,Outbound,Sunday,en,9448,,9
89,Inbound,Weekday,en,10039,,10
89,Inbound,Saturday,en,10039,,10
89,Inbound,Sunday,en,10039,,10
89,Inbound,Weekday,en,10086,,20
89,Inbound,Saturday,en,10086,,20
89,Inbound,Sunday,en,10086,,20
89,Inbound,Weekday,en,9789,,30
89,Inbound,Saturday,en,9789,,30
89,Inbound,Sunday,en,9789,,30
89,Inbound,Weekday,en,1166,,40
89,Inbound,Saturday,en,1166,,40
89,Inbound,Sunday,en,1166,,40
89,Inbound,Weekday,en,1183,,50
89,Inbound,Saturday,en,1183,,50
89,Inbound,Sunday,en,1183,,50
89,Inbound,Weekday,en,9971,,60
89,Inbound,Saturday,en,9971,,60
89,Inbound,Sunday,en,9971,,60
89,Outbound,Weekday,en,9971,,10
89,Outbound,Saturday,en,9971,,10
89,Outbound,Sunday,en,9971,,10
89,Outbound,Weekday,en,1182,,20
89,Outbound,Saturday,en,1182,,20
89,Outbound,Sunday,en,1182,,20
89,Outbound,Weekday,en,1167,,30
89,Outbound,Saturday,en,1167,,30
89,Outbound,Sunday,en,1167,,30
89,Outbound,Weekday,en,8782,,40
89,Outbound,Saturday,en,8782,,40
89,Outbound,Sunday,en,8782,,40
89,Outbound,Weekday,en,9793,,50
89,Outbound,Saturday,en,9793,,50
89,Outbound,Sunday,en,9793,,50
89,Outbound,Weekday,en,10039,,60
89,Outbound,Saturday,en,10039,,60
89,Outbound,Sunday,en,10039,,60
9,Inbound,Weekday,en,5148,,1
9,Inbound,Saturday,en,5148,,1
9,Inbound,Sunday,en,5148,,1
9,Inbound,Weekday,en,7191,,2
9,Inbound,Saturday,en,7191,,2
9,Inbound,Sunday,en,7191,,2
9,Inbound,Weekday,en,629,,3
9,Inbound,Saturday,en,629,,3
9,Inbound,Sunday,en,629,,3
9,Inbound,Weekday,en,12374,,4
9,Inbound,Saturday,en,12374,,4
9,Inbound,Sunday,en,12374,,4
9,Inbound,Weekday,en,7631,,5
9,Inbound,Saturday,en,7631,,5
9,Inbound,Sunday,en,7631,,5
9,Outbound,Weekday,en,7767,,1
9,Outbound,Saturday,en,7767,,1
9,Outbound,Sunday,en,7767,,1
9,Outbound,Weekday,en,611,,3
9,Outbound,Saturday,en,611,,3
9,Outbound,Sunday,en,611,,3
9,Outbound,Weekday,en,6216,,4
9,Outbound,Saturday,en,6216,,4
9,Outbound,Sunday,en,6216,,4
9,Outbound,Weekday,en,7190,,5
9,Outbound,Saturday,en,7190,,5
9,Outbound,Sunday,en,7190,,5
9,Outbound,Weekday,en,5148,,6
9,Outbound,Saturday,en,5148,,6
9,Outbound,Sunday,en,5148,,6
90,Inbound,Weekday,en,10579,,10
90,Inbound,Saturday,en,10579,,10
90,Inbound,Sunday,en,10579,,10
90,Inbound,Weekday,en,10573,,30
90,Inbound,Saturday,en,10573,,30
90,Inbound,Sunday,en,10573,,30
90,Inbound,Weekday,en,8370,,40
90,Inbound,Saturday,en,8370,,40
90,Inbound,Sunday,en,8370,,40
90,Inbound,Weekday,en,8373,,50
90,Inbound,Saturday,en,8373,,50
90,Inbound,Sunday,en,8373,,50
90,Inbound,Weekday,en,8377,,70
90,Inbound,Saturday,en,8377,,70
90,Inbound,Sunday,en,8377,,70
90,Inbound,Weekday,en,8378,,80
90,Inbound,Saturday,en,8378,,80
90,Inbound,Sunday,en,8378,,80
90,Inbound,Weekday,en,8383,,90
90,Inbound,Saturday,en,8383,,90
90,Inbound,Sunday,en,8383,,90
90,Inbound,Weekday,en,10117,,100
90,Inbound,Saturday,en,10117,,100
90,Inbound,Sunday,en,10117,,100
90,Inbound,Weekday,en,10121,,110
90,Inbound,Saturday,en,10121,,110
90,Inbound,Sunday,en,10121,,110
90,Inbound,Weekday,en,9624,,120
90,Inbound,Saturday,en,9624,,120
90,Inbound,Sunday,en,9624,,120
90,Inbound,Weekday,en,9818,,130
90,Inbound,Saturday,en,9818,,130
90,Inbound,Sunday,en,9818,,130
90,Inbound,Weekday,en,9827,,150
90,Inbound,Saturday,en,9827,,150
90,Inbound,Sunday,en,9827,,150
90,Inbound,Weekday,en,9829,,160
90,Inbound,Saturday,en,9829,,160
90,Inbound,Sunday,en,9829,,160
90,Outbound,Weekday,en,9830,,10
90,Outbound,Saturday,en,9830,,10
90,Outbound,Sunday,en,9830,,10
90,Outbound,Weekday,en,9828,,30
90,Outbound,Saturday,en,9828,,30
90,Outbound,Sunday,en,9828,,30
90,Outbound,Weekday,en,9821,,33
90,Outbound,Saturday,en,9821,,33
90,Outbound,Sunday,en,9821,,33
90,Outbound,Weekday,en,9969,,36
90,Outbound,Saturday,en,9969,,36
90,Outbound,Sunday,en,9969,,36
90,Outbound,Weekday,en,10120,,38
90,Outbound,Saturday,en,10120,,38
90,Outbound,Sunday,en,10120,,38
90,Outbound,Weekday,en,10118,,39
90,Outbound,Saturday,en,10118,,39
90,Outbound,Sunday,en,10118,,39
90,Outbound,Weekday,en,8334,,40
90,Outbound,Saturday,en,8334,,40
90,Outbound,Sunday,en,8334,,40
90,Outbound,Weekday,en,8339,,45
90,Outbound,Saturday,en,8339,,45
90,Outbound,Sunday,en,8339,,45
90,Outbound,Weekday,en,8340,,50
90,Outbound,Saturday,en,8340,,50
90,Outbound,Sunday,en,8340,,50
90,Outbound,Weekday,en,8344,,55
90,Outbound,Saturday,en,8344,,55
90,Outbound,Sunday,en,8344,,55
90,Outbound,Weekday,en,8347,,90
90,Outbound,Saturday,en,8347,,90
90,Outbound,Sunday,en,8347,,90
90,Outbound,Weekday,en,10572,,100
90,Outbound,Saturday,en,10572,,100
90,Outbound,Sunday,en,10572,,100
90,Outbound,Weekday,en,10579,,120
90,Outbound,Saturday,en,10579,,120
90,Outbound,Sunday,en,10579,,120
